Earliest Specimen Collection Date,County,Total Cases,Confirmed Cases,Probable Cases,Total Cases (7-Day Average),7-Day Case Count,7-Day Case Rate,14-Day Case Count,14-Day Case Rate,Date/Time Updated
2021-06-05 00:00:00,King County,79,74,5,98.57,690,30.52,1542,68.21,2022-04-25 11:31:57
2021-06-06 00:00:00,King County,34,22,12,98.57,690,30.52,1520,67.23,2022-04-25 11:31:57
2021-06-07 00:00:00,King County,103,91,12,104.71,733,32.42,1444,63.87,2022-04-25 11:31:57
2021-06-08 00:00:00,King County,108,94,14,94.29,660,29.19,1398,61.84,2022-04-25 11:31:57
2021-06-09 00:00:00,King County,94,88,6,90,630,27.87,1355,59.93,2022-04-25 11:31:57
2021-06-10 00:00:00,King County,85,76,9,86.43,605,26.76,1317,58.25,2022-04-25 11:31:57
2021-06-11 00:00:00,King County,93,87,6,85.14,596,26.36,1286,56.88,2022-04-25 11:31:57
2021-06-12 00:00:00,King County,43,42,1,80,560,24.77,1250,55.29,2022-04-25 11:31:57
2021-06-13 00:00:00,King County,42,37,5,81.14,568,25.12,1258,55.64,2022-04-25 11:31:57
2021-06-14 00:00:00,King County,114,104,10,82.71,579,25.61,1312,58.03,2022-04-25 11:31:57
2021-06-15 00:00:00,King County,73,66,7,77.71,544,24.06,1204,53.26,2022-04-25 11:31:57
2021-06-16 00:00:00,King County,62,57,5,73.14,512,22.65,1142,50.51,2022-04-25 11:31:57
2021-06-17 00:00:00,King County,73,58,15,71.43,500,22.12,1105,48.88,2022-04-25 11:31:57
2021-06-18 00:00:00,King County,79,69,10,69.43,486,21.5,1082,47.86,2022-04-25 11:31:57
2021-06-19 00:00:00,King County,64,62,2,72.43,507,22.43,1067,47.2,2022-04-25 11:31:57
2021-06-20 00:00:00,King County,32,26,6,71,497,21.98,1065,47.11,2022-04-25 11:31:57
2021-06-21 00:00:00,King County,102,97,5,69.29,485,21.45,1064,47.06,2022-04-25 11:31:57
2021-06-22 00:00:00,King County,50,47,3,66,462,20.44,1006,44.5,2022-04-25 11:31:57
2021-06-23 00:00:00,King County,68,61,7,66.86,468,20.7,980,43.35,2022-04-25 11:31:57
2021-06-24 00:00:00,King County,87,72,15,68.86,482,21.32,982,43.44,2022-04-25 11:31:57
2021-06-25 00:00:00,King County,79,68,11,68.86,482,21.32,968,42.82,2022-04-25 11:31:57
2021-06-26 00:00:00,King County,31,28,3,64.14,449,19.86,956,42.29,2022-04-25 11:31:57
2021-06-27 00:00:00,King County,23,22,1,62.86,440,19.46,937,41.45,2022-04-25 11:31:57
2021-06-28 00:00:00,King County,58,48,10,56.57,396,17.52,881,38.97,2022-04-25 11:31:57
2021-06-29 00:00:00,King County,84,74,10,61.43,430,19.02,892,39.46,2022-04-25 11:31:57
2021-06-30 00:00:00,King County,88,79,9,64.29,450,19.9,918,40.61,2022-04-25 11:31:57
2021-07-01 00:00:00,King County,91,77,14,64.86,454,20.08,936,41.4,2022-04-25 11:31:57
2021-07-02 00:00:00,King County,90,82,8,66.43,465,20.57,947,41.89,2022-04-25 11:31:57
2021-07-03 00:00:00,King County,70,63,7,72,504,22.29,953,42.15,2022-04-25 11:31:57
2021-07-04 00:00:00,King County,23,20,3,72,504,22.29,944,41.76,2022-04-25 11:31:57
2021-07-05 00:00:00,King County,71,59,12,73.86,517,22.87,913,40.38,2022-04-25 11:31:57
2021-07-06 00:00:00,King County,135,123,12,81.14,568,25.12,998,44.14,2022-04-25 11:31:57
2021-07-07 00:00:00,King County,130,114,16,87.14,610,26.98,1060,46.89,2022-04-25 11:31:57
2021-07-08 00:00:00,King County,130,125,5,92.71,649,28.71,1103,48.79,2022-04-25 11:31:57
2021-07-09 00:00:00,King County,136,126,10,99.29,695,30.74,1160,51.31,2022-04-25 11:31:57
2021-07-10 00:00:00,King County,119,107,12,106.29,744,32.91,1248,55.2,2022-04-25 11:31:57
2021-07-11 00:00:00,King County,67,56,11,112.57,788,34.85,1292,57.15,2022-04-25 11:31:57
2021-07-12 00:00:00,King County,167,157,10,126.29,884,39.1,1401,61.97,2022-04-25 11:31:57
2021-07-13 00:00:00,King County,142,137,5,127.29,891,39.41,1459,64.53,2022-04-25 11:31:57
2021-07-14 00:00:00,King County,175,163,12,133.71,936,41.4,1546,68.38,2022-04-25 11:31:57
2021-07-15 00:00:00,King County,187,171,16,141.86,993,43.92,1642,72.63,2022-04-25 11:31:57
2021-07-16 00:00:00,King County,162,147,15,145.57,1019,45.07,1714,75.81,2022-04-25 11:31:57
2021-07-17 00:00:00,King County,115,107,8,145,1015,44.9,1759,77.8,2022-04-25 11:31:57
2021-07-18 00:00:00,King County,67,49,18,145,1015,44.9,1803,79.75,2022-04-25 11:31:57
2021-07-19 00:00:00,King County,283,254,29,161.57,1131,50.03,2015,89.13,2022-04-25 11:31:57
2021-07-20 00:00:00,King County,253,233,20,177.43,1242,54.94,2133,94.35,2022-04-25 11:31:57
2021-07-21 00:00:00,King County,250,226,24,188.14,1317,58.25,2253,99.65,2022-04-25 11:31:57
2021-07-22 00:00:00,King County,278,250,28,201.14,1408,62.28,2401,106.2,2022-04-25 11:31:57
2021-07-23 00:00:00,King County,271,234,37,216.71,1517,67.1,2536,112.17,2022-04-25 11:31:57
2021-07-24 00:00:00,King County,253,224,29,236.43,1655,73.2,2670,118.1,2022-04-25 11:31:57
2021-07-25 00:00:00,King County,111,83,28,242.71,1699,75.15,2714,120.05,2022-04-25 11:31:57
2021-07-26 00:00:00,King County,432,395,37,264,1848,81.74,2979,131.77,2022-04-25 11:31:57
2021-07-27 00:00:00,King County,373,334,39,281.14,1968,87.05,3210,141.99,2022-04-25 11:31:57
2021-07-28 00:00:00,King County,388,359,29,300.86,2106,93.15,3423,151.41,2022-04-25 11:31:57
2021-07-29 00:00:00,King County,467,426,41,327.86,2295,101.51,3703,163.79,2022-04-25 11:31:57
2021-07-30 00:00:00,King County,458,417,41,354.57,2482,109.78,3999,176.88,2022-04-25 11:31:57
2021-07-31 00:00:00,King County,346,314,32,367.86,2575,113.9,4230,187.1,2022-04-25 11:31:57
2021-08-01 00:00:00,King County,125,87,38,369.86,2589,114.52,4288,189.67,2022-04-25 11:31:57
2021-08-02 00:00:00,King County,674,628,46,404.43,2831,125.22,4679,206.96,2022-04-25 11:31:57
2021-08-03 00:00:00,King County,593,538,55,435.86,3051,134.95,5019,222,2022-04-25 11:31:57
2021-08-04 00:00:00,King County,662,607,55,475,3325,147.07,5431,240.22,2022-04-25 11:31:57
2021-08-05 00:00:00,King County,687,627,60,506.43,3545,156.8,5840,258.32,2022-04-25 11:31:57
2021-08-06 00:00:00,King County,666,600,66,536.14,3753,166,6235,275.79,2022-04-25 11:31:57
2021-08-07 00:00:00,King County,510,459,51,559.57,3917,173.26,6492,287.15,2022-04-25 11:31:57
2021-08-08 00:00:00,King County,212,171,41,572,4004,177.11,6593,291.62,2022-04-25 11:31:57
2021-08-09 00:00:00,King County,884,807,77,602,4214,186.39,7045,311.62,2022-04-25 11:31:57
2021-08-10 00:00:00,King County,777,693,84,628.29,4398,194.53,7449,329.49,2022-04-25 11:31:57
2021-08-11 00:00:00,King County,772,697,75,644,4508,199.4,7833,346.47,2022-04-25 11:31:57
2021-08-12 00:00:00,King County,653,581,72,639.14,4474,197.89,8019,354.7,2022-04-25 11:31:57
2021-08-13 00:00:00,King County,562,500,62,624.29,4370,193.29,8123,359.3,2022-04-25 11:31:57
2021-08-14 00:00:00,King County,474,416,58,619.14,4334,191.7,8251,364.96,2022-04-25 11:31:57
2021-08-15 00:00:00,King County,199,155,44,617.29,4321,191.13,8325,368.23,2022-04-25 11:31:57
2021-08-16 00:00:00,King County,951,823,128,626.86,4388,194.09,8602,380.48,2022-04-25 11:31:57
2021-08-17 00:00:00,King County,730,672,58,620.14,4341,192.01,8739,386.54,2022-04-25 11:31:57
2021-08-18 00:00:00,King County,651,571,80,602.86,4220,186.66,8728,386.06,2022-04-25 11:31:57
2021-08-19 00:00:00,King County,679,614,65,606.57,4246,187.81,8720,385.7,2022-04-25 11:31:57
2021-08-20 00:00:00,King County,645,597,48,618.43,4329,191.48,8699,384.78,2022-04-25 11:31:57
2021-08-21 00:00:00,King County,505,436,69,622.86,4360,192.85,8694,384.55,2022-04-25 11:31:57
2021-08-22 00:00:00,King County,187,134,53,621.14,4348,192.32,8669,383.45,2022-04-25 11:31:57
2021-08-23 00:00:00,King County,887,790,97,612,4284,189.49,8672,383.58,2022-04-25 11:31:57
2021-08-24 00:00:00,King County,756,680,76,615.71,4310,190.64,8651,382.65,2022-04-25 11:31:57
2021-08-25 00:00:00,King County,666,608,58,617.86,4325,191.3,8545,377.96,2022-04-25 11:31:57
2021-08-26 00:00:00,King County,699,631,68,620.71,4345,192.19,8591,380,2022-04-25 11:31:57
2021-08-27 00:00:00,King County,678,632,46,625.43,4378,193.65,8707,385.13,2022-04-25 11:31:57
2021-08-28 00:00:00,King County,514,445,69,626.71,4387,194.05,8747,386.9,2022-04-25 11:31:57
2021-08-29 00:00:00,King County,212,169,43,630.29,4412,195.15,8760,387.47,2022-04-25 11:31:57
2021-08-30 00:00:00,King County,833,764,69,622.57,4358,192.76,8642,382.25,2022-04-25 11:31:57
2021-08-31 00:00:00,King County,678,614,64,611.43,4280,189.31,8590,379.95,2022-04-25 11:31:57
2021-09-01 00:00:00,King County,631,584,47,606.43,4245,187.77,8570,379.07,2022-04-25 11:31:57
2021-09-02 00:00:00,King County,653,597,56,599.86,4199,185.73,8544,377.92,2022-04-25 11:31:57
2021-09-03 00:00:00,King County,577,528,49,585.43,4098,181.26,8476,374.91,2022-04-25 11:31:57
2021-09-04 00:00:00,King County,465,425,40,578.43,4049,179.1,8436,373.14,2022-04-25 11:31:57
2021-09-05 00:00:00,King County,193,146,47,575.71,4030,178.26,8442,373.41,2022-04-25 11:31:57
2021-09-06 00:00:00,King County,370,313,57,509.57,3567,157.78,7925,350.54,2022-04-25 11:31:57
2021-09-07 00:00:00,King County,956,882,74,549.29,3845,170.07,8125,359.39,2022-04-25 11:31:57
2021-09-08 00:00:00,King County,706,653,53,560,3920,173.39,8165,361.16,2022-04-25 11:31:57
2021-09-09 00:00:00,King County,752,691,61,574.14,4019,177.77,8218,363.5,2022-04-25 11:31:57
2021-09-10 00:00:00,King County,600,558,42,577.43,4042,178.79,8140,360.05,2022-04-25 11:31:57
2021-09-11 00:00:00,King County,430,412,18,572.43,4007,177.24,8056,356.33,2022-04-25 11:31:57
2021-09-12 00:00:00,King County,155,114,41,567,3969,175.56,7999,353.81,2022-04-25 11:31:57
2021-09-13 00:00:00,King County,815,746,69,630.57,4414,195.24,7981,353.02,2022-04-25 11:31:57
2021-09-14 00:00:00,King County,583,527,56,577.29,4041,178.74,7886,348.81,2022-04-25 11:31:57
2021-09-15 00:00:00,King County,541,499,42,553.71,3876,171.44,7796,344.83,2022-04-25 11:31:57
2021-09-16 00:00:00,King County,575,521,54,528.43,3699,163.61,7718,341.38,2022-04-25 11:31:57
2021-09-17 00:00:00,King County,447,418,29,506.57,3546,156.85,7588,335.63,2022-04-25 11:31:57
2021-09-18 00:00:00,King County,356,330,26,496,3472,153.57,7479,330.81,2022-04-25 11:31:57
2021-09-19 00:00:00,King County,144,104,40,494.43,3461,153.09,7430,328.64,2022-04-25 11:31:57
2021-09-20 00:00:00,King County,661,621,40,472.43,3307,146.28,7721,341.52,2022-04-25 11:31:57
2021-09-21 00:00:00,King County,591,545,46,473.57,3315,146.63,7356,325.37,2022-04-25 11:31:57
2021-09-22 00:00:00,King County,590,540,50,480.57,3364,148.8,7240,320.24,2022-04-25 11:31:57
2021-09-23 00:00:00,King County,564,511,53,479,3353,148.31,7052,311.92,2022-04-25 11:31:57
2021-09-24 00:00:00,King County,516,479,37,488.86,3422,151.36,6968,308.21,2022-04-25 11:31:57
2021-09-25 00:00:00,King County,409,377,32,496.43,3475,153.71,6947,307.28,2022-04-25 11:31:57
2021-09-26 00:00:00,King County,133,98,35,494.86,3464,153.22,6925,306.31,2022-04-25 11:31:57
2021-09-27 00:00:00,King County,695,642,53,499.71,3498,154.72,6805,301,2022-04-25 11:31:57
2021-09-28 00:00:00,King County,519,462,57,489.43,3426,151.54,6741,298.17,2022-04-25 11:31:57
2021-09-29 00:00:00,King County,525,495,30,480.14,3361,148.66,6725,297.46,2022-04-25 11:31:57
2021-09-30 00:00:00,King County,511,459,52,472.57,3308,146.32,6661,294.63,2022-04-25 11:31:57
2021-10-01 00:00:00,King County,530,496,34,474.57,3322,146.94,6744,298.3,2022-04-25 11:31:57
2021-10-02 00:00:00,King County,391,360,31,472,3304,146.14,6779,299.85,2022-04-25 11:31:57
2021-10-03 00:00:00,King County,137,103,34,472.57,3308,146.32,6772,299.54,2022-04-25 11:31:57
2021-10-04 00:00:00,King County,644,607,37,465.29,3257,144.06,6755,298.79,2022-04-25 11:31:57
2021-10-05 00:00:00,King County,465,437,28,457.57,3203,141.68,6629,293.21,2022-04-25 11:31:57
2021-10-06 00:00:00,King County,522,496,26,457.14,3200,141.54,6561,290.21,2022-04-25 11:31:57
2021-10-07 00:00:00,King County,463,423,40,450.29,3152,139.42,6460,285.74,2022-04-25 11:31:57
2021-10-08 00:00:00,King County,414,382,32,433.71,3036,134.29,6358,281.23,2022-04-25 11:31:57
2021-10-09 00:00:00,King County,318,296,22,423.29,2963,131.06,6267,277.2,2022-04-25 11:31:57
2021-10-10 00:00:00,King County,105,86,19,418.71,2931,129.64,6239,275.96,2022-04-25 11:31:57
2021-10-11 00:00:00,King County,549,525,24,405.14,2836,125.44,6093,269.51,2022-04-25 11:31:57
2021-10-12 00:00:00,King County,434,408,26,400.71,2805,124.07,6008,265.75,2022-04-25 11:31:57
2021-10-13 00:00:00,King County,472,425,47,393.57,2755,121.86,5955,263.4,2022-04-25 11:31:57
2021-10-14 00:00:00,King County,426,392,34,388.29,2718,120.22,5870,259.64,2022-04-25 11:31:57
2021-10-15 00:00:00,King County,422,392,30,389.43,2726,120.58,5762,254.87,2022-04-25 11:31:57
2021-10-16 00:00:00,King County,334,309,25,391.71,2742,121.28,5705,252.34,2022-04-25 11:31:57
2021-10-17 00:00:00,King County,127,104,23,394.86,2764,122.26,5695,251.9,2022-04-25 11:31:57
2021-10-18 00:00:00,King County,627,590,37,406,2842,125.71,5678,251.15,2022-04-25 11:31:57
2021-10-19 00:00:00,King County,432,392,40,405.71,2840,125.62,5645,249.69,2022-04-25 11:31:57
2021-10-20 00:00:00,King County,447,419,28,402.14,2815,124.51,5570,246.37,2022-04-25 11:31:57
2021-10-21 00:00:00,King County,442,406,36,404.43,2831,125.22,5549,245.44,2022-04-25 11:31:57
2021-10-22 00:00:00,King County,459,425,34,409.71,2868,126.86,5594,247.43,2022-04-25 11:31:57
2021-10-23 00:00:00,King County,307,290,17,405.86,2841,125.66,5583,246.95,2022-04-25 11:31:57
2021-10-24 00:00:00,King County,109,93,16,403.29,2823,124.87,5587,247.12,2022-04-25 11:31:57
2021-10-25 00:00:00,King County,531,500,31,389.57,2727,120.62,5569,246.33,2022-04-25 11:31:57
2021-10-26 00:00:00,King County,446,418,28,391.57,2741,121.24,5581,246.86,2022-04-25 11:31:57
2021-10-27 00:00:00,King County,470,436,34,394.86,2764,122.26,5579,246.77,2022-04-25 11:31:57
2021-10-28 00:00:00,King County,426,391,35,392.57,2748,121.55,5579,246.77,2022-04-25 11:31:57
2021-10-29 00:00:00,King County,375,342,33,380.57,2664,117.83,5532,244.69,2022-04-25 11:31:57
2021-10-30 00:00:00,King County,289,273,16,378,2646,117.04,5487,242.7,2022-04-25 11:31:57
2021-10-31 00:00:00,King County,101,73,28,376.86,2638,116.68,5461,241.55,2022-04-25 11:31:57
2021-11-01 00:00:00,King County,474,441,33,368.71,2581,114.16,5308,234.78,2022-04-25 11:31:57
2021-11-02 00:00:00,King County,398,365,33,361.86,2533,112.04,5274,233.28,2022-04-25 11:31:57
2021-11-03 00:00:00,King County,389,369,20,350.29,2452,108.46,5216,230.71,2022-04-25 11:31:57
2021-11-04 00:00:00,King County,411,387,24,348.14,2437,107.79,5185,229.34,2022-04-25 11:31:57
2021-11-05 00:00:00,King County,350,327,23,344.57,2412,106.69,5076,224.52,2022-04-25 11:31:57
2021-11-06 00:00:00,King County,283,267,16,343.71,2406,106.42,5052,223.46,2022-04-25 11:31:57
2021-11-07 00:00:00,King County,100,85,15,343.57,2405,106.38,5043,223.06,2022-04-25 11:31:57
2021-11-08 00:00:00,King County,410,380,30,334.43,2341,103.55,4922,217.71,2022-04-25 11:31:57
2021-11-09 00:00:00,King County,299,276,23,320.29,2242,99.17,4775,211.21,2022-04-25 11:31:57
2021-11-10 00:00:00,King County,332,304,28,312.14,2185,96.65,4637,205.1,2022-04-25 11:31:57
2021-11-11 00:00:00,King County,266,247,19,291.43,2040,90.23,4477,198.03,2022-04-25 11:31:57
2021-11-12 00:00:00,King County,364,337,27,293.43,2054,90.85,4466,197.54,2022-04-25 11:31:57
2021-11-13 00:00:00,King County,265,247,18,290.86,2036,90.06,4442,196.48,2022-04-25 11:31:57
2021-11-14 00:00:00,King County,87,68,19,289,2023,89.48,4428,195.86,2022-04-25 11:31:57
2021-11-15 00:00:00,King County,435,408,27,292.57,2048,90.59,4389,194.13,2022-04-25 11:31:57
2021-11-16 00:00:00,King County,370,355,15,302.71,2119,93.73,4361,192.9,2022-04-25 11:31:57
2021-11-17 00:00:00,King County,285,271,14,296,2072,91.65,4257,188.3,2022-04-25 11:31:57
2021-11-18 00:00:00,King County,274,255,19,297.14,2080,92,4120,182.24,2022-04-25 11:31:57
2021-11-19 00:00:00,King County,260,246,14,282.29,1976,87.4,4030,178.26,2022-04-25 11:31:57
2021-11-20 00:00:00,King County,204,190,14,273.57,1915,84.7,3951,174.76,2022-04-25 11:31:57
2021-11-21 00:00:00,King County,69,54,15,271,1897,83.91,3920,173.39,2022-04-25 11:31:57
2021-11-22 00:00:00,King County,312,298,14,253.43,1774,78.47,3822,169.06,2022-04-25 11:31:57
2021-11-23 00:00:00,King County,270,254,16,239.14,1674,74.04,3793,167.77,2022-04-25 11:31:57
2021-11-24 00:00:00,King County,285,260,25,239.14,1674,74.04,3746,165.69,2022-04-25 11:31:57
2021-11-25 00:00:00,King County,56,47,9,208,1456,64.4,3536,156.4,2022-04-25 11:31:57
2021-11-26 00:00:00,King County,270,255,15,209.43,1466,64.84,3442,152.25,2022-04-25 11:31:57
2021-11-27 00:00:00,King County,260,248,12,217.43,1522,67.32,3437,152.03,2022-04-25 11:31:57
2021-11-28 00:00:00,King County,117,99,18,224.29,1570,69.44,3467,153.35,2022-04-25 11:31:57
2021-11-29 00:00:00,King County,472,443,29,247.14,1730,76.52,3504,154.99,2022-04-25 11:31:57
2021-11-30 00:00:00,King County,372,347,25,261.71,1832,81.03,3506,155.08,2022-04-25 11:31:57
2021-12-01 00:00:00,King County,343,319,24,270,1890,83.6,3564,157.64,2022-04-25 11:31:57
2021-12-02 00:00:00,King County,362,334,28,313.71,2196,97.13,3652,161.54,2022-04-25 11:31:57
2021-12-03 00:00:00,King County,299,279,20,317.86,2225,98.42,3691,163.26,2022-04-25 11:31:57
2021-12-04 00:00:00,King County,191,175,16,308,2156,95.36,3678,162.69,2022-04-25 11:31:57
2021-12-05 00:00:00,King County,97,86,11,305.14,2136,94.48,3706,163.92,2022-04-25 11:31:57
2021-12-06 00:00:00,King County,383,367,16,292.43,2047,90.54,3777,167.06,2022-04-25 11:31:57
2021-12-07 00:00:00,King County,292,269,23,281,1967,87,3799,168.04,2022-04-25 11:31:57
2021-12-08 00:00:00,King County,348,331,17,281.71,1972,87.23,3862,170.82,2022-04-25 11:31:57
2021-12-09 00:00:00,King County,295,280,15,272.14,1905,84.26,4101,181.4,2022-04-25 11:31:57
2021-12-10 00:00:00,King County,347,332,15,279,1953,86.39,4178,184.8,2022-04-25 11:31:57
2021-12-11 00:00:00,King County,287,282,5,292.71,2049,90.63,4205,186,2022-04-25 11:31:57
2021-12-12 00:00:00,King County,134,127,7,298,2086,92.27,4222,186.75,2022-04-25 11:31:57
2021-12-13 00:00:00,King County,620,600,20,331.86,2323,102.75,4370,193.29,2022-04-25 11:31:57
2021-12-14 00:00:00,King County,699,668,31,390,2730,120.75,4697,207.76,2022-04-25 11:31:57
2021-12-15 00:00:00,King County,900,847,53,468.86,3282,145.17,5254,232.4,2022-04-25 11:31:57
2021-12-16 00:00:00,King County,915,856,59,557.43,3902,172.59,5807,256.86,2022-04-25 11:31:57
2021-12-17 00:00:00,King County,1072,1015,57,661,4627,204.66,6580,291.05,2022-04-25 11:31:57
2021-12-18 00:00:00,King County,974,930,44,759.14,5314,235.05,7363,325.68,2022-04-25 11:31:57
2021-12-19 00:00:00,King County,534,471,63,816.29,5714,252.74,7800,345.01,2022-04-25 11:31:57
2021-12-20 00:00:00,King County,2293,2230,63,1055.29,7387,326.74,9710,429.49,2022-04-25 11:31:57
2021-12-21 00:00:00,King County,2596,2513,83,1326.29,9284,410.65,12014,531.4,2022-04-25 11:31:57
2021-12-22 00:00:00,King County,2925,2790,135,1615.57,11309,500.22,14591,645.39,2022-04-25 11:31:57
2021-12-23 00:00:00,King County,3112,2978,134,1929.43,13506,597.4,17408,769.99,2022-04-25 11:31:57
2021-12-24 00:00:00,King County,2376,2334,42,2115.71,14810,655.08,19437,859.74,2022-04-25 11:31:57
2021-12-25 00:00:00,King County,378,355,23,2030.57,14214,628.72,19528,863.77,2022-04-25 11:31:57
2021-12-26 00:00:00,King County,585,543,42,2037.86,14265,630.97,19979,883.71,2022-04-25 11:31:57
2021-12-27 00:00:00,King County,2165,2028,137,2019.57,14137,625.31,21524,952.05,2022-04-25 11:31:57
2021-12-28 00:00:00,King County,3928,3561,367,2209.86,15469,684.23,24753,1094.88,2022-04-25 11:31:57
2021-12-29 00:00:00,King County,5646,5190,456,2598.57,18190,804.58,29499,1304.8,2022-04-25 11:31:57
2021-12-30 00:00:00,King County,3556,3315,241,2662,18634,824.22,32140,1421.62,2022-04-25 11:31:57
2021-12-31 00:00:00,King County,3604,3414,190,2837.43,19862,878.54,34672,1533.62,2022-04-25 11:31:57
2022-01-01 00:00:00,King County,1308,1141,167,2970.29,20792,919.67,35006,1548.39,2022-04-25 11:31:57
2022-01-02 00:00:00,King County,1880,1694,186,3155.29,22087,976.96,36352,1607.93,2022-04-25 11:31:57
2022-01-03 00:00:00,King County,7682,7110,572,3943.43,27604,1220.98,41741,1846.29,2022-04-25 11:31:57
2022-01-04 00:00:00,King County,9072,8369,703,4678.29,32748,1448.51,48217,2132.74,2022-04-25 11:31:57
2022-01-05 00:00:00,King County,8488,7803,685,5084.29,35590,1574.22,53780,2378.8,2022-04-25 11:31:57
2022-01-06 00:00:00,King County,8043,7355,688,5725.29,40077,1772.69,58711,2596.91,2022-04-25 11:31:57
2022-01-07 00:00:00,King County,7334,6763,571,6258.14,43807,1937.68,63669,2816.22,2022-04-25 11:31:57
2022-01-08 00:00:00,King County,4915,4663,252,6773.43,47414,2097.22,68206,3016.9,2022-04-25 11:31:57
2022-01-09 00:00:00,King County,2186,2004,182,6817.14,47720,2110.76,69807,3087.71,2022-04-25 11:31:57
2022-01-10 00:00:00,King County,7861,7288,573,6842.71,47899,2118.67,75503,3339.66,2022-04-25 11:31:57
2022-01-11 00:00:00,King County,6929,6367,562,6536.57,45756,2023.89,78504,3472.4,2022-04-25 11:31:57
2022-01-12 00:00:00,King County,6459,5957,502,6246.71,43727,1934.14,79317,3508.36,2022-04-25 11:31:57
2022-01-13 00:00:00,King County,6311,5792,519,5999.29,41995,1857.53,82072,3630.22,2022-04-25 11:31:57
2022-01-14 00:00:00,King County,5783,5261,522,5777.71,40444,1788.92,84251,3726.6,2022-04-25 11:31:57
2022-01-15 00:00:00,King County,3790,3575,215,5617,39319,1739.16,86733,3836.39,2022-04-25 11:31:57
2022-01-16 00:00:00,King County,1223,1060,163,5479.43,38356,1696.57,86076,3807.32,2022-04-25 11:31:57
2022-01-17 00:00:00,King County,4706,4442,264,5028.71,35201,1557.02,83100,3675.69,2022-04-25 11:31:57
2022-01-18 00:00:00,King County,5804,5326,478,4868,34076,1507.25,79832,3531.14,2022-04-25 11:31:57
2022-01-19 00:00:00,King County,4743,4333,410,4622.86,32360,1431.35,76087,3365.49,2022-04-25 11:31:57
2022-01-20 00:00:00,King County,4855,4397,458,4414.86,30904,1366.95,72899,3224.48,2022-04-25 11:31:57
2022-01-21 00:00:00,King County,3898,3614,284,4145.57,29019,1283.57,69463,3072.5,2022-04-25 11:31:57
2022-01-22 00:00:00,King County,2658,2500,158,3983.86,27887,1233.5,67206,2972.66,2022-04-25 11:31:57
2022-01-23 00:00:00,King County,1068,900,168,3961.71,27732,1226.65,66088,2923.21,2022-04-25 11:31:57
2022-01-24 00:00:00,King County,3772,3489,283,3828.29,26798,1185.33,61999,2742.35,2022-04-25 11:31:57
2022-01-25 00:00:00,King County,3188,2934,254,3454.57,24182,1069.62,58258,2576.88,2022-04-25 11:31:57
2022-01-26 00:00:00,King County,2733,2554,179,3167.43,22172,980.71,54532,2412.07,2022-04-25 11:31:57
2022-01-27 00:00:00,King County,2427,2218,209,2820.57,19744,873.32,50648,2240.27,2022-04-25 11:31:57
2022-01-28 00:00:00,King County,2010,1862,148,2550.86,17856,789.81,46875,2073.38,2022-04-25 11:31:57
2022-01-29 00:00:00,King County,1323,1245,78,2360.14,16521,730.76,44408,1964.26,2022-04-25 11:31:57
2022-01-30 00:00:00,King County,600,517,83,2293.29,16053,710.06,43785,1936.7,2022-04-25 11:31:57
2022-01-31 00:00:00,King County,2443,2247,196,2103.43,14724,651.27,41522,1836.61,2022-04-25 11:31:57
2022-02-01 00:00:00,King County,1783,1617,166,1902.71,13319,589.13,37501,1658.75,2022-04-25 11:31:57
2022-02-02 00:00:00,King County,1434,1338,96,1717.14,12020,531.67,34192,1512.38,2022-04-25 11:31:57
2022-02-03 00:00:00,King County,1350,1240,110,1563.29,10943,484.03,30687,1357.35,2022-04-25 11:31:57
2022-02-04 00:00:00,King County,1228,1133,95,1451.57,10161,449.44,28017,1239.25,2022-04-25 11:31:57
2022-02-05 00:00:00,King County,935,883,52,1396.14,9773,432.28,26294,1163.04,2022-04-25 11:31:57
2022-02-06 00:00:00,King County,413,358,55,1369.43,9586,424.01,25639,1134.07,2022-04-25 11:31:57
2022-02-07 00:00:00,King County,1470,1363,107,1230.43,8613,380.97,23337,1032.25,2022-04-25 11:31:57
2022-02-08 00:00:00,King County,979,885,94,1115.57,7809,345.41,21128,934.54,2022-04-25 11:31:57
2022-02-09 00:00:00,King County,930,861,69,1043.57,7305,323.12,19325,854.79,2022-04-25 11:31:57
2022-02-10 00:00:00,King County,821,750,71,968,6776,299.72,17719,783.75,2022-04-25 11:31:57
2022-02-11 00:00:00,King County,678,619,59,889.43,6226,275.39,16387,724.83,2022-04-25 11:31:57
2022-02-12 00:00:00,King County,528,506,22,831.29,5819,257.39,15592,689.67,2022-04-25 11:31:57
2022-02-13 00:00:00,King County,213,183,30,802.71,5619,248.54,15205,672.55,2022-04-25 11:31:57
2022-02-14 00:00:00,King County,772,722,50,703,4921,217.67,13534,598.64,2022-04-25 11:31:57
2022-02-15 00:00:00,King County,597,557,40,648.43,4539,200.77,12348,546.18,2022-04-25 11:31:57
2022-02-16 00:00:00,King County,526,479,47,590.71,4135,182.9,11440,506.02,2022-04-25 11:31:57
2022-02-17 00:00:00,King County,517,480,37,547.29,3831,169.45,10607,469.17,2022-04-25 11:31:57
2022-02-18 00:00:00,King County,399,384,15,507.43,3552,157.11,9778,432.5,2022-04-25 11:31:57
2022-02-19 00:00:00,King County,317,306,11,477.29,3341,147.78,9160,405.17,2022-04-25 11:31:57
2022-02-20 00:00:00,King County,166,145,21,470.57,3294,145.7,8913,394.24,2022-04-25 11:31:57
