Earliest Specimen Collection Date,County,Total Cases,Confirmed Cases,Probable Cases,Total Cases (7-Day Average),7-Day Case Count,7-Day Case Rate,14-Day Case Count,14-Day Case Rate,Date/Time Updated
2020-01-16 00:00:00,Statewide,0,0,0,0,0,0,0,0,2022-04-25 11:31:57
2020-01-17 00:00:00,Statewide,1,0,1,0.14,1,0.01,1,0.01,2022-04-25 11:31:57
2020-01-18 00:00:00,Statewide,1,0,1,0.29,2,0.03,2,0.03,2022-04-25 11:31:57
2020-01-19 00:00:00,Statewide,2,1,1,0.57,4,0.05,4,0.05,2022-04-25 11:31:57
2020-01-20 00:00:00,Statewide,0,0,0,0.57,4,0.05,4,0.05,2022-04-25 11:31:57
2020-01-21 00:00:00,Statewide,1,0,1,0.71,5,0.07,5,0.07,2022-04-25 11:31:57
2020-01-22 00:00:00,Statewide,0,0,0,0.71,5,0.07,5,0.07,2022-04-25 11:31:57
2020-01-23 00:00:00,Statewide,0,0,0,0.71,5,0.07,5,0.07,2022-04-25 11:31:57
2020-01-24 00:00:00,Statewide,1,1,0,0.71,5,0.07,6,0.08,2022-04-25 11:31:57
2020-01-25 00:00:00,Statewide,0,0,0,0.57,4,0.05,6,0.08,2022-04-25 11:31:57
2020-01-26 00:00:00,Statewide,1,1,0,0.43,3,0.04,7,0.09,2022-04-25 11:31:57
2020-01-27 00:00:00,Statewide,0,0,0,0.43,3,0.04,7,0.09,2022-04-25 11:31:57
2020-01-28 00:00:00,Statewide,0,0,0,0.29,2,0.03,7,0.09,2022-04-25 11:31:57
2020-01-29 00:00:00,Statewide,0,0,0,0.29,2,0.03,7,0.09,2022-04-25 11:31:57
2020-01-30 00:00:00,Statewide,1,0,1,0.43,3,0.04,8,0.1,2022-04-25 11:31:57
2020-01-31 00:00:00,Statewide,0,0,0,0.29,2,0.03,7,0.09,2022-04-25 11:31:57
2020-02-01 00:00:00,Statewide,1,1,0,0.43,3,0.04,7,0.09,2022-04-25 11:31:57
2020-02-02 00:00:00,Statewide,1,1,0,0.43,3,0.04,6,0.08,2022-04-25 11:31:57
2020-02-03 00:00:00,Statewide,0,0,0,0.43,3,0.04,6,0.08,2022-04-25 11:31:57
2020-02-04 00:00:00,Statewide,0,0,0,0.43,3,0.04,5,0.07,2022-04-25 11:31:57
2020-02-05 00:00:00,Statewide,0,0,0,0.43,3,0.04,5,0.07,2022-04-25 11:31:57
2020-02-06 00:00:00,Statewide,1,0,1,0.43,3,0.04,6,0.08,2022-04-25 11:31:57
2020-02-07 00:00:00,Statewide,0,0,0,0.43,3,0.04,5,0.07,2022-04-25 11:31:57
2020-02-08 00:00:00,Statewide,0,0,0,0.29,2,0.03,5,0.07,2022-04-25 11:31:57
2020-02-09 00:00:00,Statewide,0,0,0,0.14,1,0.01,4,0.05,2022-04-25 11:31:57
2020-02-10 00:00:00,Statewide,0,0,0,0.14,1,0.01,4,0.05,2022-04-25 11:31:57
2020-02-11 00:00:00,Statewide,0,0,0,0.14,1,0.01,4,0.05,2022-04-25 11:31:57
2020-02-12 00:00:00,Statewide,1,1,0,0.29,2,0.03,5,0.07,2022-04-25 11:31:57
2020-02-13 00:00:00,Statewide,0,0,0,0.14,1,0.01,4,0.05,2022-04-25 11:31:57
2020-02-14 00:00:00,Statewide,0,0,0,0.14,1,0.01,4,0.05,2022-04-25 11:31:57
2020-02-15 00:00:00,Statewide,0,0,0,0.14,1,0.01,3,0.04,2022-04-25 11:31:57
2020-02-16 00:00:00,Statewide,0,0,0,0.14,1,0.01,2,0.03,2022-04-25 11:31:57
2020-02-17 00:00:00,Statewide,0,0,0,0.14,1,0.01,2,0.03,2022-04-25 11:31:57
2020-02-18 00:00:00,Statewide,1,0,1,0.29,2,0.03,3,0.04,2022-04-25 11:31:57
2020-02-19 00:00:00,Statewide,0,0,0,0.14,1,0.01,3,0.04,2022-04-25 11:31:57
2020-02-20 00:00:00,Statewide,0,0,0,0.14,1,0.01,2,0.03,2022-04-25 11:31:57
2020-02-21 00:00:00,Statewide,1,1,0,0.29,2,0.03,3,0.04,2022-04-25 11:31:57
2020-02-22 00:00:00,Statewide,1,1,0,0.43,3,0.04,4,0.05,2022-04-25 11:31:57
2020-02-23 00:00:00,Statewide,1,1,0,0.57,4,0.05,5,0.07,2022-04-25 11:31:57
2020-02-24 00:00:00,Statewide,2,2,0,0.86,6,0.08,7,0.09,2022-04-25 11:31:57
2020-02-25 00:00:00,Statewide,1,1,0,0.86,6,0.08,8,0.1,2022-04-25 11:31:57
2020-02-26 00:00:00,Statewide,2,2,0,1.14,8,0.1,9,0.12,2022-04-25 11:31:57
2020-02-27 00:00:00,Statewide,3,3,0,1.57,11,0.14,12,0.16,2022-04-25 11:31:57
2020-02-28 00:00:00,Statewide,10,10,0,2.86,20,0.26,22,0.29,2022-04-25 11:31:57
2020-02-29 00:00:00,Statewide,18,18,0,5.29,37,0.48,40,0.52,2022-04-25 11:31:57
2020-03-01 00:00:00,Statewide,16,16,0,7.43,52,0.68,56,0.73,2022-04-25 11:31:57
2020-03-02 00:00:00,Statewide,31,31,0,11.57,81,1.06,87,1.14,2022-04-25 11:31:57
2020-03-03 00:00:00,Statewide,24,24,0,14.86,104,1.36,110,1.44,2022-04-25 11:31:57
2020-03-04 00:00:00,Statewide,38,38,0,20,140,1.83,148,1.93,2022-04-25 11:31:57
2020-03-05 00:00:00,Statewide,51,51,0,26.86,188,2.46,199,2.6,2022-04-25 11:31:57
2020-03-06 00:00:00,Statewide,39,39,0,31,217,2.83,237,3.1,2022-04-25 11:31:57
2020-03-07 00:00:00,Statewide,38,38,0,33.86,237,3.1,274,3.58,2022-04-25 11:31:57
2020-03-08 00:00:00,Statewide,62,62,0,40.43,283,3.7,335,4.38,2022-04-25 11:31:57
2020-03-09 00:00:00,Statewide,62,62,0,44.86,314,4.1,395,5.16,2022-04-25 11:31:57
2020-03-10 00:00:00,Statewide,110,110,0,57.14,400,5.22,504,6.58,2022-04-25 11:31:57
2020-03-11 00:00:00,Statewide,135,135,0,71,497,6.49,637,8.32,2022-04-25 11:31:57
2020-03-12 00:00:00,Statewide,179,179,0,89.29,625,8.16,813,10.62,2022-04-25 11:31:57
2020-03-13 00:00:00,Statewide,216,216,0,114.57,802,10.48,1019,13.31,2022-04-25 11:31:57
2020-03-14 00:00:00,Statewide,157,157,0,131.57,921,12.03,1158,15.12,2022-04-25 11:31:57
2020-03-15 00:00:00,Statewide,108,108,0,138.14,967,12.63,1250,16.33,2022-04-25 11:31:57
2020-03-16 00:00:00,Statewide,300,300,0,172.14,1205,15.74,1519,19.84,2022-04-25 11:31:57
2020-03-17 00:00:00,Statewide,269,269,0,194.86,1364,17.82,1764,23.04,2022-04-25 11:31:57
2020-03-18 00:00:00,Statewide,289,289,0,216.86,1518,19.83,2015,26.32,2022-04-25 11:31:57
2020-03-19 00:00:00,Statewide,334,334,0,239,1673,21.85,2298,30.01,2022-04-25 11:31:57
2020-03-20 00:00:00,Statewide,303,303,0,251.43,1760,22.99,2562,33.46,2022-04-25 11:31:57
2020-03-21 00:00:00,Statewide,197,197,0,257.14,1800,23.51,2721,35.54,2022-04-25 11:31:57
2020-03-22 00:00:00,Statewide,191,191,0,269,1883,24.59,2850,37.22,2022-04-25 11:31:57
2020-03-23 00:00:00,Statewide,463,463,0,292.29,2046,26.72,3251,42.46,2022-04-25 11:31:57
2020-03-24 00:00:00,Statewide,438,438,0,316.43,2215,28.93,3579,46.75,2022-04-25 11:31:57
2020-03-25 00:00:00,Statewide,440,440,0,338,2366,30.9,3884,50.73,2022-04-25 11:31:57
2020-03-26 00:00:00,Statewide,435,435,0,352.43,2467,32.22,4140,54.07,2022-04-25 11:31:57
2020-03-27 00:00:00,Statewide,463,463,0,375.29,2627,34.31,4387,57.3,2022-04-25 11:31:57
2020-03-28 00:00:00,Statewide,288,288,0,388.29,2718,35.5,4518,59.01,2022-04-25 11:31:57
2020-03-29 00:00:00,Statewide,242,242,0,395.57,2769,36.17,4652,60.76,2022-04-25 11:31:57
2020-03-30 00:00:00,Statewide,565,565,0,410.14,2871,37.5,4917,64.22,2022-04-25 11:31:57
2020-03-31 00:00:00,Statewide,464,464,0,413.86,2897,37.84,5112,66.77,2022-04-25 11:31:57
2020-04-01 00:00:00,Statewide,451,451,0,415.43,2908,37.98,5274,68.89,2022-04-25 11:31:57
2020-04-02 00:00:00,Statewide,398,398,0,410.14,2871,37.5,5338,69.72,2022-04-25 11:31:57
2020-04-03 00:00:00,Statewide,417,417,0,403.57,2825,36.9,5452,71.21,2022-04-25 11:31:57
2020-04-04 00:00:00,Statewide,207,207,0,392,2744,35.84,5462,71.34,2022-04-25 11:31:57
2020-04-05 00:00:00,Statewide,171,171,0,381.86,2673,34.91,5442,71.08,2022-04-25 11:31:57
2020-04-06 00:00:00,Statewide,396,396,0,357.71,2504,32.71,5375,70.2,2022-04-25 11:31:57
2020-04-07 00:00:00,Statewide,414,414,0,350.57,2454,32.05,5351,69.89,2022-04-25 11:31:57
2020-04-08 00:00:00,Statewide,346,346,0,335.57,2349,30.68,5257,68.66,2022-04-25 11:31:57
2020-04-09 00:00:00,Statewide,364,364,0,330.71,2315,30.24,5186,67.74,2022-04-25 11:31:57
2020-04-10 00:00:00,Statewide,309,309,0,315.29,2207,28.83,5032,65.72,2022-04-25 11:31:57
2020-04-11 00:00:00,Statewide,155,155,0,307.86,2155,28.15,4899,63.99,2022-04-25 11:31:57
2020-04-12 00:00:00,Statewide,89,89,0,296.14,2073,27.08,4746,61.99,2022-04-25 11:31:57
2020-04-13 00:00:00,Statewide,374,374,0,293,2051,26.79,4555,59.49,2022-04-25 11:31:57
2020-04-14 00:00:00,Statewide,305,305,0,277.43,1942,25.37,4396,57.42,2022-04-25 11:31:57
2020-04-15 00:00:00,Statewide,330,330,0,275.14,1926,25.16,4275,55.84,2022-04-25 11:31:57
2020-04-16 00:00:00,Statewide,310,310,0,267.43,1872,24.45,4187,54.69,2022-04-25 11:31:57
2020-04-17 00:00:00,Statewide,350,350,0,273.29,1913,24.99,4120,53.81,2022-04-25 11:31:57
2020-04-18 00:00:00,Statewide,174,174,0,276,1932,25.23,4087,53.38,2022-04-25 11:31:57
2020-04-19 00:00:00,Statewide,97,97,0,277.14,1940,25.34,4013,52.42,2022-04-25 11:31:57
2020-04-20 00:00:00,Statewide,335,335,0,271.57,1901,24.83,3952,51.62,2022-04-25 11:31:57
2020-04-21 00:00:00,Statewide,271,271,0,266.71,1867,24.39,3809,49.75,2022-04-25 11:31:57
2020-04-22 00:00:00,Statewide,285,285,0,260.29,1822,23.8,3748,48.95,2022-04-25 11:31:57
2020-04-23 00:00:00,Statewide,275,275,0,255.29,1787,23.34,3659,47.79,2022-04-25 11:31:57
2020-04-24 00:00:00,Statewide,350,350,0,255.29,1787,23.34,3700,48.33,2022-04-25 11:31:57
2020-04-25 00:00:00,Statewide,166,166,0,254.14,1779,23.24,3711,48.47,2022-04-25 11:31:57
2020-04-26 00:00:00,Statewide,113,113,0,256.43,1795,23.45,3735,48.78,2022-04-25 11:31:57
2020-04-27 00:00:00,Statewide,370,370,0,261.43,1830,23.9,3731,48.73,2022-04-25 11:31:57
2020-04-28 00:00:00,Statewide,295,295,0,264.86,1854,24.22,3721,48.6,2022-04-25 11:31:57
2020-04-29 00:00:00,Statewide,329,329,0,271.14,1898,24.79,3720,48.59,2022-04-25 11:31:57
2020-04-30 00:00:00,Statewide,249,249,0,267.43,1872,24.45,3659,47.79,2022-04-25 11:31:57
2020-05-01 00:00:00,Statewide,317,317,0,262.71,1839,24.02,3626,47.36,2022-04-25 11:31:57
2020-05-02 00:00:00,Statewide,112,112,0,255,1785,23.31,3564,46.55,2022-04-25 11:31:57
2020-05-03 00:00:00,Statewide,85,85,0,251,1757,22.95,3552,46.39,2022-04-25 11:31:57
2020-05-04 00:00:00,Statewide,389,389,0,253.71,1776,23.2,3606,47.1,2022-04-25 11:31:57
2020-05-05 00:00:00,Statewide,259,259,0,248.57,1740,22.73,3594,46.94,2022-04-25 11:31:57
2020-05-06 00:00:00,Statewide,291,291,0,243.14,1702,22.23,3600,47.02,2022-04-25 11:31:57
2020-05-07 00:00:00,Statewide,267,267,0,245.71,1720,22.47,3592,46.92,2022-04-25 11:31:57
2020-05-08 00:00:00,Statewide,254,254,0,236.71,1657,21.64,3496,45.66,2022-04-25 11:31:57
2020-05-09 00:00:00,Statewide,127,127,0,238.86,1672,21.84,3457,45.15,2022-04-25 11:31:57
2020-05-10 00:00:00,Statewide,61,61,0,235.43,1648,21.53,3405,44.47,2022-04-25 11:31:57
2020-05-11 00:00:00,Statewide,296,296,0,222.14,1555,20.31,3331,43.51,2022-04-25 11:31:57
2020-05-12 00:00:00,Statewide,252,252,0,221.14,1548,20.22,3288,42.95,2022-04-25 11:31:57
2020-05-13 00:00:00,Statewide,308,308,0,223.57,1565,20.44,3267,42.67,2022-04-25 11:31:57
2020-05-14 00:00:00,Statewide,272,272,0,224.29,1570,20.51,3290,42.97,2022-04-25 11:31:57
2020-05-15 00:00:00,Statewide,281,281,0,228.14,1597,20.86,3254,42.5,2022-04-25 11:31:57
2020-05-16 00:00:00,Statewide,118,118,0,226.86,1588,20.74,3260,42.58,2022-04-25 11:31:57
2020-05-17 00:00:00,Statewide,64,64,0,227.29,1591,20.78,3239,42.31,2022-04-25 11:31:57
2020-05-18 00:00:00,Statewide,320,320,0,230.71,1615,21.09,3170,41.4,2022-04-25 11:31:57
2020-05-19 00:00:00,Statewide,300,299,1,237.57,1663,21.72,3211,41.94,2022-04-25 11:31:57
2020-05-20 00:00:00,Statewide,272,271,1,232.43,1627,21.25,3192,41.69,2022-04-25 11:31:57
2020-05-21 00:00:00,Statewide,299,298,1,236.29,1654,21.6,3224,42.11,2022-04-25 11:31:57
2020-05-22 00:00:00,Statewide,314,314,0,241,1687,22.03,3284,42.89,2022-04-25 11:31:57
2020-05-23 00:00:00,Statewide,150,150,0,245.57,1719,22.45,3307,43.19,2022-04-25 11:31:57
2020-05-24 00:00:00,Statewide,104,104,0,251.29,1759,22.97,3350,43.76,2022-04-25 11:31:57
2020-05-25 00:00:00,Statewide,149,149,0,226.86,1588,20.74,3203,41.84,2022-04-25 11:31:57
2020-05-26 00:00:00,Statewide,399,399,0,241,1687,22.03,3350,43.76,2022-04-25 11:31:57
2020-05-27 00:00:00,Statewide,351,351,0,252.29,1766,23.07,3393,44.32,2022-04-25 11:31:57
2020-05-28 00:00:00,Statewide,303,303,0,252.86,1770,23.12,3424,44.72,2022-04-25 11:31:57
2020-05-29 00:00:00,Statewide,345,345,0,257.29,1801,23.52,3488,45.56,2022-04-25 11:31:57
2020-05-30 00:00:00,Statewide,149,149,0,257.14,1800,23.51,3519,45.96,2022-04-25 11:31:57
2020-05-31 00:00:00,Statewide,100,100,0,256.57,1796,23.46,3555,46.43,2022-04-25 11:31:57
2020-06-01 00:00:00,Statewide,415,415,0,294.57,2062,26.93,3650,47.67,2022-04-25 11:31:57
2020-06-02 00:00:00,Statewide,414,414,0,296.71,2077,27.13,3764,49.16,2022-04-25 11:31:57
2020-06-03 00:00:00,Statewide,382,382,0,301.14,2108,27.53,3874,50.6,2022-04-25 11:31:57
2020-06-04 00:00:00,Statewide,329,329,0,304.86,2134,27.87,3904,50.99,2022-04-25 11:31:57
2020-06-05 00:00:00,Statewide,394,394,0,311.86,2183,28.51,3984,52.04,2022-04-25 11:31:57
2020-06-06 00:00:00,Statewide,163,163,0,313.86,2197,28.7,3997,52.21,2022-04-25 11:31:57
2020-06-07 00:00:00,Statewide,110,110,0,315.29,2207,28.83,4003,52.28,2022-04-25 11:31:57
2020-06-08 00:00:00,Statewide,509,509,0,328.71,2301,30.05,4363,56.99,2022-04-25 11:31:57
2020-06-09 00:00:00,Statewide,408,408,0,327.86,2295,29.98,4372,57.1,2022-04-25 11:31:57
2020-06-10 00:00:00,Statewide,368,368,0,325.86,2281,29.79,4389,57.33,2022-04-25 11:31:57
2020-06-11 00:00:00,Statewide,402,402,0,336.29,2354,30.75,4488,58.62,2022-04-25 11:31:57
2020-06-12 00:00:00,Statewide,390,390,0,335.71,2350,30.69,4533,59.21,2022-04-25 11:31:57
2020-06-13 00:00:00,Statewide,193,193,0,340,2380,31.09,4577,59.78,2022-04-25 11:31:57
2020-06-14 00:00:00,Statewide,136,136,0,343.71,2406,31.43,4613,60.25,2022-04-25 11:31:57
2020-06-15 00:00:00,Statewide,520,520,0,345.29,2417,31.57,4718,61.62,2022-04-25 11:31:57
2020-06-16 00:00:00,Statewide,495,495,0,357.71,2504,32.71,4799,62.68,2022-04-25 11:31:57
2020-06-17 00:00:00,Statewide,463,463,0,371.29,2599,33.95,4880,63.74,2022-04-25 11:31:57
2020-06-18 00:00:00,Statewide,544,543,1,391.57,2741,35.8,5095,66.55,2022-04-25 11:31:57
2020-06-19 00:00:00,Statewide,519,519,0,410,2870,37.49,5220,68.18,2022-04-25 11:31:57
2020-06-20 00:00:00,Statewide,318,318,0,427.86,2995,39.12,5375,70.2,2022-04-25 11:31:57
2020-06-21 00:00:00,Statewide,192,191,1,435.86,3051,39.85,5457,71.28,2022-04-25 11:31:57
2020-06-22 00:00:00,Statewide,727,727,0,465.43,3258,42.55,5675,74.12,2022-04-25 11:31:57
2020-06-23 00:00:00,Statewide,626,624,2,484.14,3389,44.26,5893,76.97,2022-04-25 11:31:57
2020-06-24 00:00:00,Statewide,681,681,0,515.29,3607,47.11,6206,81.06,2022-04-25 11:31:57
2020-06-25 00:00:00,Statewide,665,664,1,532.57,3728,48.69,6469,84.49,2022-04-25 11:31:57
2020-06-26 00:00:00,Statewide,628,626,2,548.14,3837,50.12,6707,87.6,2022-04-25 11:31:57
2020-06-27 00:00:00,Statewide,489,489,0,572.57,4008,52.35,7003,91.47,2022-04-25 11:31:57
2020-06-28 00:00:00,Statewide,266,265,1,583.14,4082,53.32,7133,93.17,2022-04-25 11:31:57
2020-06-29 00:00:00,Statewide,992,992,0,621,4347,56.78,7605,99.33,2022-04-25 11:31:57
2020-06-30 00:00:00,Statewide,923,922,1,663.43,4644,60.66,8033,104.92,2022-04-25 11:31:57
2020-07-01 00:00:00,Statewide,885,885,0,692.57,4848,63.32,8455,110.43,2022-04-25 11:31:57
2020-07-02 00:00:00,Statewide,897,897,0,725.71,5080,66.35,8808,115.04,2022-04-25 11:31:57
2020-07-03 00:00:00,Statewide,459,459,0,701.57,4911,64.14,8748,114.26,2022-04-25 11:31:57
2020-07-04 00:00:00,Statewide,244,243,1,666.57,4666,60.94,8674,113.29,2022-04-25 11:31:57
2020-07-05 00:00:00,Statewide,312,312,0,673.14,4712,61.54,8794,114.86,2022-04-25 11:31:57
2020-07-06 00:00:00,Statewide,993,991,2,673.29,4713,61.56,9060,118.34,2022-04-25 11:31:57
2020-07-07 00:00:00,Statewide,1073,1070,3,694.71,4863,63.52,9507,124.17,2022-04-25 11:31:57
2020-07-08 00:00:00,Statewide,977,975,2,707.86,4955,64.72,9803,128.04,2022-04-25 11:31:57
2020-07-09 00:00:00,Statewide,872,867,5,704.29,4930,64.39,10010,130.74,2022-04-25 11:31:57
2020-07-10 00:00:00,Statewide,852,849,3,760.43,5323,69.53,10234,133.67,2022-04-25 11:31:57
2020-07-11 00:00:00,Statewide,548,548,0,803.86,5627,73.5,10293,134.44,2022-04-25 11:31:57
2020-07-12 00:00:00,Statewide,345,345,0,808.57,5660,73.93,10372,135.47,2022-04-25 11:31:57
2020-07-13 00:00:00,Statewide,1103,1098,5,824.29,5770,75.36,10483,136.92,2022-04-25 11:31:57
2020-07-14 00:00:00,Statewide,973,972,1,810,5670,74.06,10533,137.57,2022-04-25 11:31:57
2020-07-15 00:00:00,Statewide,1005,987,18,814,5698,74.42,10653,139.14,2022-04-25 11:31:57
2020-07-16 00:00:00,Statewide,873,863,10,814.14,5699,74.44,10629,138.83,2022-04-25 11:31:57
2020-07-17 00:00:00,Statewide,906,892,14,821.86,5753,75.14,11076,144.67,2022-04-25 11:31:57
2020-07-18 00:00:00,Statewide,539,539,0,820.57,5744,75.02,11371,148.52,2022-04-25 11:31:57
2020-07-19 00:00:00,Statewide,346,345,1,820.71,5745,75.04,11405,148.96,2022-04-25 11:31:57
2020-07-20 00:00:00,Statewide,1003,1000,3,806.43,5645,73.73,11415,149.09,2022-04-25 11:31:57
2020-07-21 00:00:00,Statewide,1104,1097,7,825.14,5776,75.44,11446,149.5,2022-04-25 11:31:57
2020-07-22 00:00:00,Statewide,1035,1028,7,829.43,5806,75.83,11504,150.26,2022-04-25 11:31:57
2020-07-23 00:00:00,Statewide,905,880,25,834,5838,76.25,11537,150.69,2022-04-25 11:31:57
2020-07-24 00:00:00,Statewide,816,806,10,821.14,5748,75.08,11501,150.22,2022-04-25 11:31:57
2020-07-25 00:00:00,Statewide,482,480,2,813,5691,74.33,11435,149.36,2022-04-25 11:31:57
2020-07-26 00:00:00,Statewide,321,319,2,809.43,5666,74.01,11411,149.04,2022-04-25 11:31:57
2020-07-27 00:00:00,Statewide,1003,987,16,809.43,5666,74.01,11311,147.74,2022-04-25 11:31:57
2020-07-28 00:00:00,Statewide,978,966,12,791.43,5540,72.36,11316,147.8,2022-04-25 11:31:57
2020-07-29 00:00:00,Statewide,905,887,18,772.86,5410,70.66,11216,146.5,2022-04-25 11:31:57
2020-07-30 00:00:00,Statewide,758,748,10,751.86,5263,68.74,11101,144.99,2022-04-25 11:31:57
2020-07-31 00:00:00,Statewide,716,691,25,737.57,5163,67.44,10911,142.51,2022-04-25 11:31:57
2020-08-01 00:00:00,Statewide,421,417,4,728.86,5102,66.64,10793,140.97,2022-04-25 11:31:57
2020-08-02 00:00:00,Statewide,241,238,3,717.43,5022,65.59,10688,139.6,2022-04-25 11:31:57
2020-08-03 00:00:00,Statewide,870,853,17,698.43,4889,63.86,10555,137.86,2022-04-25 11:31:57
2020-08-04 00:00:00,Statewide,873,851,22,683.43,4784,62.49,10324,134.84,2022-04-25 11:31:57
2020-08-05 00:00:00,Statewide,748,736,12,661,4627,60.43,10037,131.1,2022-04-25 11:31:57
2020-08-06 00:00:00,Statewide,731,719,12,657.14,4600,60.08,9863,128.82,2022-04-25 11:31:57
2020-08-07 00:00:00,Statewide,684,671,13,652.57,4568,59.66,9731,127.1,2022-04-25 11:31:57
2020-08-08 00:00:00,Statewide,350,345,5,642.43,4497,58.74,9599,125.38,2022-04-25 11:31:57
2020-08-09 00:00:00,Statewide,216,212,4,638.86,4472,58.41,9494,124,2022-04-25 11:31:57
2020-08-10 00:00:00,Statewide,813,801,12,630.71,4415,57.67,9304,121.52,2022-04-25 11:31:57
2020-08-11 00:00:00,Statewide,741,722,19,611.86,4283,55.94,9067,118.43,2022-04-25 11:31:57
2020-08-12 00:00:00,Statewide,635,614,21,595.71,4170,54.47,8797,114.9,2022-04-25 11:31:57
2020-08-13 00:00:00,Statewide,633,621,12,581.71,4072,53.19,8672,113.27,2022-04-25 11:31:57
2020-08-14 00:00:00,Statewide,672,647,25,580,4060,53.03,8628,112.69,2022-04-25 11:31:57
2020-08-15 00:00:00,Statewide,357,353,4,581,4067,53.12,8564,111.86,2022-04-25 11:31:57
2020-08-16 00:00:00,Statewide,164,163,1,573.57,4015,52.44,8487,110.85,2022-04-25 11:31:57
2020-08-17 00:00:00,Statewide,678,666,12,554.29,3880,50.68,8295,108.34,2022-04-25 11:31:57
2020-08-18 00:00:00,Statewide,622,609,13,537.29,3761,49.12,8044,105.07,2022-04-25 11:31:57
2020-08-19 00:00:00,Statewide,633,607,26,537,3759,49.1,7929,103.56,2022-04-25 11:31:57
2020-08-20 00:00:00,Statewide,510,479,31,519.43,3636,47.49,7708,100.68,2022-04-25 11:31:57
2020-08-21 00:00:00,Statewide,547,522,25,501.57,3511,45.86,7571,98.89,2022-04-25 11:31:57
2020-08-22 00:00:00,Statewide,273,272,1,489.57,3427,44.76,7494,97.88,2022-04-25 11:31:57
2020-08-23 00:00:00,Statewide,216,214,2,497,3479,45.44,7494,97.88,2022-04-25 11:31:57
2020-08-24 00:00:00,Statewide,638,624,14,491.29,3439,44.92,7319,95.6,2022-04-25 11:31:57
2020-08-25 00:00:00,Statewide,609,576,33,489.43,3426,44.75,7187,93.87,2022-04-25 11:31:57
2020-08-26 00:00:00,Statewide,600,566,34,484.71,3393,44.32,7152,93.41,2022-04-25 11:31:57
2020-08-27 00:00:00,Statewide,544,489,55,489.57,3427,44.76,7063,92.25,2022-04-25 11:31:57
2020-08-28 00:00:00,Statewide,506,448,58,483.71,3386,44.23,6897,90.08,2022-04-25 11:31:57
2020-08-29 00:00:00,Statewide,328,318,10,491.57,3441,44.94,6868,89.71,2022-04-25 11:31:57
2020-08-30 00:00:00,Statewide,164,159,5,484.14,3389,44.26,6868,89.71,2022-04-25 11:31:57
2020-08-31 00:00:00,Statewide,608,561,47,479.86,3359,43.87,6798,88.79,2022-04-25 11:31:57
2020-09-01 00:00:00,Statewide,561,526,35,473,3311,43.25,6737,87.99,2022-04-25 11:31:57
2020-09-02 00:00:00,Statewide,531,484,47,463.14,3242,42.34,6635,86.66,2022-04-25 11:31:57
2020-09-03 00:00:00,Statewide,524,507,17,460.29,3222,42.08,6649,86.84,2022-04-25 11:31:57
2020-09-04 00:00:00,Statewide,511,473,38,461,3227,42.15,6613,86.37,2022-04-25 11:31:57
2020-09-05 00:00:00,Statewide,309,295,14,458.29,3208,41.9,6649,86.84,2022-04-25 11:31:57
2020-09-06 00:00:00,Statewide,164,156,8,458.29,3208,41.9,6597,86.17,2022-04-25 11:31:57
2020-09-07 00:00:00,Statewide,219,207,12,402.71,2819,36.82,6178,80.69,2022-04-25 11:31:57
2020-09-08 00:00:00,Statewide,573,545,28,404.43,2831,36.98,6142,80.22,2022-04-25 11:31:57
2020-09-09 00:00:00,Statewide,539,506,33,405.57,2839,37.08,6081,79.43,2022-04-25 11:31:57
2020-09-10 00:00:00,Statewide,478,453,25,399,2793,36.48,6015,78.56,2022-04-25 11:31:57
2020-09-11 00:00:00,Statewide,487,453,34,395.57,2769,36.17,5996,78.32,2022-04-25 11:31:57
2020-09-12 00:00:00,Statewide,241,232,9,385.86,2701,35.28,5909,77.18,2022-04-25 11:31:57
2020-09-13 00:00:00,Statewide,140,139,1,382.43,2677,34.97,5885,76.87,2022-04-25 11:31:57
2020-09-14 00:00:00,Statewide,515,476,39,424.71,2973,38.83,5792,75.65,2022-04-25 11:31:57
2020-09-15 00:00:00,Statewide,491,466,25,413,2891,37.76,5722,74.74,2022-04-25 11:31:57
2020-09-16 00:00:00,Statewide,474,451,23,403.71,2826,36.91,5665,73.99,2022-04-25 11:31:57
2020-09-17 00:00:00,Statewide,480,452,28,404,2828,36.94,5621,73.42,2022-04-25 11:31:57
2020-09-18 00:00:00,Statewide,547,529,18,412.57,2888,37.72,5657,73.89,2022-04-25 11:31:57
2020-09-19 00:00:00,Statewide,329,323,6,425.14,2976,38.87,5677,74.15,2022-04-25 11:31:57
2020-09-20 00:00:00,Statewide,204,200,4,434.29,3040,39.71,5717,74.67,2022-04-25 11:31:57
2020-09-21 00:00:00,Statewide,677,649,28,457.43,3202,41.82,6175,80.65,2022-04-25 11:31:57
2020-09-22 00:00:00,Statewide,601,567,34,473.14,3312,43.26,6203,81.02,2022-04-25 11:31:57
2020-09-23 00:00:00,Statewide,592,564,28,490,3430,44.8,6256,81.71,2022-04-25 11:31:57
2020-09-24 00:00:00,Statewide,590,560,30,505.71,3540,46.24,6368,83.17,2022-04-25 11:31:57
2020-09-25 00:00:00,Statewide,526,509,17,502.71,3519,45.96,6407,83.68,2022-04-25 11:31:57
2020-09-26 00:00:00,Statewide,333,321,12,503.29,3523,46.01,6499,84.89,2022-04-25 11:31:57
